PeriodoInforme,RUT,RazonSocial,Planta,Punto de Descarga,Norma,Parametro,Tipo Muestra,Limite exigido,Unidad,Frecuencia exigida,RPM,Fecha emisión RPM
2024-04-01,  96954810-0,SUR INVERSIONES SOCIEDAD ANONIMA,PISCICULTURA EL PEUMO,PUNTO 1 ,DS 90,Nitrógeno Total  Kjeldahl,COMPUESTO,50,mg/L,4.0,637,2014-10-30
2024-04-01,  96954810-0,SUR INVERSIONES SOCIEDAD ANONIMA,PISCICULTURA EL PEUMO,PUNTO 1 ,DS 90,Oxigeno,COMPUESTO,,mg/L,1.0,637,2014-10-30
2024-04-01,  96954810-0,SUR INVERSIONES SOCIEDAD ANONIMA,PISCICULTURA EL PEUMO,PUNTO 1 ,DS 90,pH,PUNTUAL,"6 - 8,5",Unidad,96.0,637,2014-10-30
2024-04-01,  96954810-0,SUR INVERSIONES SOCIEDAD ANONIMA,PISCICULTURA EL PEUMO,PUNTO 1 ,DS 90,Poder Espumógeno ,COMPUESTO,7,mm,4.0,637,2014-10-30
2024-04-01,  96954810-0,SUR INVERSIONES SOCIEDAD ANONIMA,PISCICULTURA EL PEUMO,PUNTO 1 ,DS 90,Sólidos Suspendidos Totales,COMPUESTO,80,mg/L,4.0,637,2014-10-30
2024-04-01,  96954810-0,SUR INVERSIONES SOCIEDAD ANONIMA,PISCICULTURA EL PEUMO,PUNTO 1 ,DS 90,Temperatura,PUNTUAL,35,°C,96.0,637,2014-10-30
2024-04-01,  96954810-0,SUR INVERSIONES SOCIEDAD ANONIMA,PISCICULTURA KUDIÑAM,PUNTO 1 RIO RARINCO,DS 90,Aceites y Grasas,COMPUESTO,20,mg/L,4.0,356,2014-07-14
2024-04-01,  96954810-0,SUR INVERSIONES SOCIEDAD ANONIMA,PISCICULTURA KUDIÑAM,PUNTO 1 RIO RARINCO,DS 90,Caudal,COMPUESTO,1350,l/s,30.0,356,2014-07-14
2024-04-01,  96954810-0,SUR INVERSIONES SOCIEDAD ANONIMA,PISCICULTURA KUDIÑAM,PUNTO 1 RIO RARINCO,DS 90,Cloruros,COMPUESTO,400,mg/L,4.0,356,2014-07-14
2024-04-01,  96954810-0,SUR INVERSIONES SOCIEDAD ANONIMA,PISCICULTURA KUDIÑAM,PUNTO 1 RIO RARINCO,DS 90,Coliformes Fecales o Termotolerantes,PUNTUAL,1000,NMP/100 ml,4.0,356,2014-07-14
2024-04-01,  96954810-0,SUR INVERSIONES SOCIEDAD ANONIMA,PISCICULTURA KUDIÑAM,PUNTO 1 RIO RARINCO,DS 90,DBO5,COMPUESTO,35,mgO2/L,4.0,356,2014-07-14
2024-04-01,  96954810-0,SUR INVERSIONES SOCIEDAD ANONIMA,PISCICULTURA KUDIÑAM,PUNTO 1 RIO RARINCO,DS 90,Fósforo,COMPUESTO,10,mg/L,4.0,356,2014-07-14
2024-04-01,  96954810-0,SUR INVERSIONES SOCIEDAD ANONIMA,PISCICULTURA KUDIÑAM,PUNTO 1 RIO RARINCO,DS 90,Nitrógeno Total  Kjeldahl,COMPUESTO,50,mg/L,4.0,356,2014-07-14
2024-04-01,  96954810-0,SUR INVERSIONES SOCIEDAD ANONIMA,PISCICULTURA KUDIÑAM,PUNTO 1 RIO RARINCO,DS 90,pH,PUNTUAL,"6 - 8,5",Unidad,48.0,356,2014-07-14
2024-04-01,  96954810-0,SUR INVERSIONES SOCIEDAD ANONIMA,PISCICULTURA KUDIÑAM,PUNTO 1 RIO RARINCO,DS 90,Poder Espumógeno ,COMPUESTO,7,mm,4.0,356,2014-07-14
2024-04-01,  96954810-0,SUR INVERSIONES SOCIEDAD ANONIMA,PISCICULTURA KUDIÑAM,PUNTO 1 RIO RARINCO,DS 90,Sólidos Sedimentables,COMPUESTO,20,ml/L/h,4.0,356,2014-07-14
2024-04-01,  96954810-0,SUR INVERSIONES SOCIEDAD ANONIMA,PISCICULTURA KUDIÑAM,PUNTO 1 RIO RARINCO,DS 90,Sólidos Suspendidos Totales,COMPUESTO,80,mg/L,4.0,356,2014-07-14
2024-04-01,  96954810-0,SUR INVERSIONES SOCIEDAD ANONIMA,PISCICULTURA KUDIÑAM,PUNTO 1 RIO RARINCO,DS 90,Temperatura,PUNTUAL,35,°C,48.0,356,2014-07-14
2024-04-01,  96960650-k,SALMONES FRIOAYSEN S.A,PISCICULTURA POLCURA,PUNTO 1,,,COMPUESTO,,,,,
2024-04-01,  96960650-k,SALMONES FRIOAYSEN S.A,PISCICULTURA VALLE DEL LAJA,PUNTO 1 ESTERO EL LITRE,DS 90,Aceites y Grasas,COMPUESTO,20,mg/L,4.0,1481,2013-12-19
2024-04-01,  96960650-k,SALMONES FRIOAYSEN S.A,PISCICULTURA VALLE DEL LAJA,PUNTO 1 ESTERO EL LITRE,DS 90,Caudal,COMPUESTO,129600,m3/dia,30.0,1481,2013-12-19
2024-04-01,  96960650-k,SALMONES FRIOAYSEN S.A,PISCICULTURA VALLE DEL LAJA,PUNTO 1 ESTERO EL LITRE,DS 90,Cloruros,COMPUESTO,400,mg/L,4.0,1481,2013-12-19
2024-04-01,  96960650-k,SALMONES FRIOAYSEN S.A,PISCICULTURA VALLE DEL LAJA,PUNTO 1 ESTERO EL LITRE,DS 90,DBO5,COMPUESTO,35,mgO2/L,4.0,1481,2013-12-19
2024-04-01,  96960650-k,SALMONES FRIOAYSEN S.A,PISCICULTURA VALLE DEL LAJA,PUNTO 1 ESTERO EL LITRE,DS 90,Fósforo,COMPUESTO,10,mg/L,4.0,1481,2013-12-19
2024-04-01,  96960650-k,SALMONES FRIOAYSEN S.A,PISCICULTURA VALLE DEL LAJA,PUNTO 1 ESTERO EL LITRE,DS 90,Nitrógeno Total  Kjeldahl,COMPUESTO,50,mg/L,4.0,1481,2013-12-19
2024-04-01,  96960650-k,SALMONES FRIOAYSEN S.A,PISCICULTURA VALLE DEL LAJA,PUNTO 1 ESTERO EL LITRE,DS 90,pH,PUNTUAL,"6 - 8,5",Unidad,48.0,1481,2013-12-19
2024-04-01,  96960650-k,SALMONES FRIOAYSEN S.A,PISCICULTURA VALLE DEL LAJA,PUNTO 1 ESTERO EL LITRE,DS 90,Poder Espumógeno ,COMPUESTO,7,mm,4.0,1481,2013-12-19
2024-04-01,  96960650-k,SALMONES FRIOAYSEN S.A,PISCICULTURA VALLE DEL LAJA,PUNTO 1 ESTERO EL LITRE,DS 90,Sólidos Suspendidos Totales,COMPUESTO,80,mg/L,4.0,1481,2013-12-19
2024-04-01,  96960650-k,SALMONES FRIOAYSEN S.A,PISCICULTURA VALLE DEL LAJA,PUNTO 1 ESTERO EL LITRE,DS 90,Temperatura,PUNTUAL,35,°C,48.0,1481,2013-12-19
2024-04-01,  96962720-5,PESQUERA GRIMAR S.A.,PESQUERA GRIMAR,GRIMAR.CRN,DS 90,Aceites y Grasas,PUNTUAL,150,mg/L,1.0,113,2008-01-16
2024-04-01,  96962720-5,PESQUERA GRIMAR S.A.,PESQUERA GRIMAR,GRIMAR.CRN,DS 90,Aluminio,PUNTUAL,10,mg/L,1.0,113,2008-01-16
2024-04-01,  96962720-5,PESQUERA GRIMAR S.A.,PESQUERA GRIMAR,GRIMAR.CRN,DS 90,Arsénico,PUNTUAL,"0,5",mg/L,1.0,113,2008-01-16
2024-04-01,  96962720-5,PESQUERA GRIMAR S.A.,PESQUERA GRIMAR,GRIMAR.CRN,DS 90,Cobre ,PUNTUAL,3,mg/L,1.0,113,2008-01-16
2024-04-01,  96962720-5,PESQUERA GRIMAR S.A.,PESQUERA GRIMAR,GRIMAR.CRN,DS 90,Cromo Total,PUNTUAL,10,mg/L,1.0,113,2008-01-16
2024-04-01,  96962720-5,PESQUERA GRIMAR S.A.,PESQUERA GRIMAR,GRIMAR.CRN,DS 90,Estaño,PUNTUAL,1,mg/L,1.0,113,2008-01-16
2024-04-01,  96962720-5,PESQUERA GRIMAR S.A.,PESQUERA GRIMAR,GRIMAR.CRN,DS 90,Fluoruro,PUNTUAL,6,mg/L,1.0,113,2008-01-16
2024-04-01,  96962720-5,PESQUERA GRIMAR S.A.,PESQUERA GRIMAR,GRIMAR.CRN,DS 90,Indice Fenol ,PUNTUAL,1,mg/L,1.0,113,2008-01-16
2024-04-01,  96962720-5,PESQUERA GRIMAR S.A.,PESQUERA GRIMAR,GRIMAR.CRN,DS 90,Manganeso,PUNTUAL,4,mg/L,1.0,113,2008-01-16
2024-04-01,  96962720-5,PESQUERA GRIMAR S.A.,PESQUERA GRIMAR,GRIMAR.CRN,DS 90,SAAM,PUNTUAL,15,mg/L,1.0,113,2008-01-16
2024-04-01,  96962720-5,PESQUERA GRIMAR S.A.,PESQUERA GRIMAR,GRIMAR.CRN,DS 90,Selenio,PUNTUAL,"0,03",mg/L,1.0,113,2008-01-16
2024-04-01,  96962720-5,PESQUERA GRIMAR S.A.,PESQUERA GRIMAR,GRIMAR.CRN,DS 90,Sólidos Suspendidos Totales,PUNTUAL,300,mg/L,1.0,113,2008-01-16
2024-04-01,  96962720-5,PESQUERA GRIMAR S.A.,PESQUERA GRIMAR,GRIMAR.CRN,DS 90,Sulfuro,PUNTUAL,5,mg/L,1.0,113,2008-01-16
2024-04-01,  96962720-5,PESQUERA GRIMAR S.A.,PESQUERA GRIMAR,GRIMAR.CRN,DS 90,Zinc,PUNTUAL,5,mg/L,1.0,113,2008-01-16
2024-04-01,  96971890-1,PROCESADORA DE FRUTAS SECAS S A,PROCESADORA DE FRUTAS SECAS SA,PUNTO 2 INFILTRACION,,,COMPUESTO,,,,,
2024-04-01,  96974330-2,CHILCAS S A,CHILCAS S.A.,PUNTO 1 CANAL AFL. ESTERO LAS CHILCAS,DS 90,Caudal,COMPUESTO,1e+007,m3/dia,3.0,4454,2008-11-13
2024-04-01,  96974330-2,CHILCAS S A,CHILCAS S.A.,PUNTO 1 CANAL AFL. ESTERO LAS CHILCAS,DS 90,Coliformes Fecales o Termotolerantes,PUNTUAL,1000,NMP/100 ml,1.0,4454,2008-11-13
2024-04-01,  96974330-2,CHILCAS S A,CHILCAS S.A.,PUNTO 1 CANAL AFL. ESTERO LAS CHILCAS,DS 90,DBO5,COMPUESTO,35,mgO2/L,1.0,4454,2008-11-13
2024-04-01,  96974330-2,CHILCAS S A,CHILCAS S.A.,PUNTO 1 CANAL AFL. ESTERO LAS CHILCAS,DS 90,Fósforo,COMPUESTO,10,mg/L,1.0,4454,2008-11-13
2024-04-01,  96974330-2,CHILCAS S A,CHILCAS S.A.,PUNTO 1 CANAL AFL. ESTERO LAS CHILCAS,DS 90,Manganeso,COMPUESTO,"0,3",mg/L,1.0,4454,2008-11-13
2024-04-01,  96974330-2,CHILCAS S A,CHILCAS S.A.,PUNTO 1 CANAL AFL. ESTERO LAS CHILCAS,DS 90,Nitrógeno Total  Kjeldahl,COMPUESTO,50,mg/L,1.0,4454,2008-11-13
2024-04-01,  96974330-2,CHILCAS S A,CHILCAS S.A.,PUNTO 1 CANAL AFL. ESTERO LAS CHILCAS,DS 90,pH,PUNTUAL,"6 - 8,5",Unidad,3.0,4454,2008-11-13
2024-04-01,  96974330-2,CHILCAS S A,CHILCAS S.A.,PUNTO 1 CANAL AFL. ESTERO LAS CHILCAS,DS 90,Poder Espumógeno ,COMPUESTO,7,mm,1.0,4454,2008-11-13
2024-04-01,  96974330-2,CHILCAS S A,CHILCAS S.A.,PUNTO 1 CANAL AFL. ESTERO LAS CHILCAS,DS 90,Sólidos Suspendidos Totales,COMPUESTO,80,mg/L,1.0,4454,2008-11-13
2024-04-01,  96974330-2,CHILCAS S A,CHILCAS S.A.,PUNTO 1 CANAL AFL. ESTERO LAS CHILCAS,DS 90,Sulfuro,COMPUESTO,1,mg/L,1.0,4454,2008-11-13
2024-04-01,  96974330-2,CHILCAS S A,CHILCAS S.A.,PUNTO 1 CANAL AFL. ESTERO LAS CHILCAS,DS 90,Temperatura,PUNTUAL,35,°C,3.0,4454,2008-11-13
2024-04-01,  96978530-7,SOC DE DESARROLLOS DE MONTANAS A,CENTRO DE MONTAÑA CORRALCO,PUNTO 1 HOTEL,DS 46,Aceites y Grasas,PUNTUAL,10,mg/L,1.0,1553,2019-11-11
2024-04-01,  96978530-7,SOC DE DESARROLLOS DE MONTANAS A,CENTRO DE MONTAÑA CORRALCO,PUNTO 1 HOTEL,DS 46,Aluminio,PUNTUAL,5,mg/L,1.0,1553,2019-11-11
2024-04-01,  96978530-7,SOC DE DESARROLLOS DE MONTANAS A,CENTRO DE MONTAÑA CORRALCO,PUNTO 1 HOTEL,DS 46,Caudal,COMPUESTO,"177,1",m3/dia,30.0,1553,2019-11-11
2024-04-01,  96978530-7,SOC DE DESARROLLOS DE MONTANAS A,CENTRO DE MONTAÑA CORRALCO,PUNTO 1 HOTEL,DS 46,Cloruros,PUNTUAL,250,mg/L,1.0,1553,2019-11-11
2024-04-01,  96978530-7,SOC DE DESARROLLOS DE MONTANAS A,CENTRO DE MONTAÑA CORRALCO,PUNTO 1 HOTEL,DS 46,Coliformes Fecales o Termotolerantes,COMPUESTO,1000,NMP/100 ml,1.0,1553,2019-11-11
2024-04-01,  96978530-7,SOC DE DESARROLLOS DE MONTANAS A,CENTRO DE MONTAÑA CORRALCO,PUNTO 1 HOTEL,DS 46,Hierro Disuelto,PUNTUAL,5,mg/L,1.0,1553,2019-11-11
2024-04-01,  96978530-7,SOC DE DESARROLLOS DE MONTANAS A,CENTRO DE MONTAÑA CORRALCO,PUNTO 1 HOTEL,DS 46,Nitrógeno Total  Kjeldahl,PUNTUAL,10,mg/L,1.0,1553,2019-11-11
2024-04-01,  96978530-7,SOC DE DESARROLLOS DE MONTANAS A,CENTRO DE MONTAÑA CORRALCO,PUNTO 1 HOTEL,DS 46,pH,PUNTUAL,"6 - 8,5",Unidad,8.0,1553,2019-11-11
2024-04-01,  96978530-7,SOC DE DESARROLLOS DE MONTANAS A,CENTRO DE MONTAÑA CORRALCO,PUNTO 2 BASE SKI,DS 46,Aceites y Grasas,PUNTUAL,10,mg/L,1.0,1553,2019-11-11
2024-04-01,  96978530-7,SOC DE DESARROLLOS DE MONTANAS A,CENTRO DE MONTAÑA CORRALCO,PUNTO 2 BASE SKI,DS 46,Aluminio,PUNTUAL,5,mg/L,1.0,1553,2019-11-11
2024-04-01,  96978530-7,SOC DE DESARROLLOS DE MONTANAS A,CENTRO DE MONTAÑA CORRALCO,PUNTO 2 BASE SKI,DS 46,Caudal,COMPUESTO,"64,8",m3/dia,30.0,1553,2019-11-11
2024-04-01,  96978530-7,SOC DE DESARROLLOS DE MONTANAS A,CENTRO DE MONTAÑA CORRALCO,PUNTO 2 BASE SKI,DS 46,Cloruros,PUNTUAL,250,mg/L,1.0,1553,2019-11-11
2024-04-01,  96978530-7,SOC DE DESARROLLOS DE MONTANAS A,CENTRO DE MONTAÑA CORRALCO,PUNTO 2 BASE SKI,DS 46,Coliformes Fecales o Termotolerantes,COMPUESTO,1000,NMP/100 ml,1.0,1553,2019-11-11
2024-04-01,  96978530-7,SOC DE DESARROLLOS DE MONTANAS A,CENTRO DE MONTAÑA CORRALCO,PUNTO 2 BASE SKI,DS 46,Hierro Disuelto,PUNTUAL,5,mg/L,1.0,1553,2019-11-11
2024-04-01,  96978530-7,SOC DE DESARROLLOS DE MONTANAS A,CENTRO DE MONTAÑA CORRALCO,PUNTO 2 BASE SKI,DS 46,Nitrógeno Total  Kjeldahl,PUNTUAL,10,mg/L,1.0,1553,2019-11-11
2024-04-01,  96978530-7,SOC DE DESARROLLOS DE MONTANAS A,CENTRO DE MONTAÑA CORRALCO,PUNTO 2 BASE SKI,DS 46,pH,PUNTUAL,"6 - 8,5",Unidad,8.0,1553,2019-11-11
2024-04-01,  96981310-6,COMPANIA CERVECERA KUNSTMANN S A,COMPAÑIA CERVECERA KUNSTMANN S.A.,DRENES DE INFILTRACIÓN (CONTINGENCIA),DS 46,Aceites y Grasas,COMPUESTO,10,mg/L,1.0,803,2018-07-06
2024-04-01,  96981310-6,COMPANIA CERVECERA KUNSTMANN S A,COMPAÑIA CERVECERA KUNSTMANN S.A.,DRENES DE INFILTRACIÓN (CONTINGENCIA),DS 46,Caudal,COMPUESTO,60,m3/dia,30.0,803,2018-07-06
2024-04-01,  96981310-6,COMPANIA CERVECERA KUNSTMANN S A,COMPAÑIA CERVECERA KUNSTMANN S.A.,DRENES DE INFILTRACIÓN (CONTINGENCIA),DS 46,Hierro,COMPUESTO,10,mg/L,1.0,803,2018-07-06
2024-04-01,  96981310-6,COMPANIA CERVECERA KUNSTMANN S A,COMPAÑIA CERVECERA KUNSTMANN S.A.,DRENES DE INFILTRACIÓN (CONTINGENCIA),DS 46,Nitrógeno Total  Kjeldahl,COMPUESTO,15,mg/L,1.0,803,2018-07-06
2024-04-01,  96981310-6,COMPANIA CERVECERA KUNSTMANN S A,COMPAÑIA CERVECERA KUNSTMANN S.A.,DRENES DE INFILTRACIÓN (CONTINGENCIA),DS 46,N-Nitrato + N-Nitrito ,COMPUESTO,15,mg/L,1.0,803,2018-07-06
2024-04-01,  96981310-6,COMPANIA CERVECERA KUNSTMANN S A,COMPAÑIA CERVECERA KUNSTMANN S.A.,DRENES DE INFILTRACIÓN (CONTINGENCIA),DS 46,Pentaclorofenol,COMPUESTO,"0,009",mg/L,1.0,803,2018-07-06
2024-04-01,  96981310-6,COMPANIA CERVECERA KUNSTMANN S A,COMPAÑIA CERVECERA KUNSTMANN S.A.,DRENES DE INFILTRACIÓN (CONTINGENCIA),DS 46,pH,PUNTUAL,"6 - 8,5",Unidad,6.0,803,2018-07-06
2024-04-01,  96981310-6,COMPANIA CERVECERA KUNSTMANN S A,COMPAÑIA CERVECERA KUNSTMANN S.A.,DRENES DE INFILTRACIÓN (CONTINGENCIA),DS 46,Tetracloroeteno,COMPUESTO,"0,04",mg/L,1.0,803,2018-07-06
2024-04-01,  96981310-6,COMPANIA CERVECERA KUNSTMANN S A,COMPAÑIA CERVECERA KUNSTMANN S.A.,PUNTO 1 RÍO VALDIVIA,DS 90,Aceites y Grasas,COMPUESTO,50,mg/L,1.0,802,2018-07-06
2024-04-01,  96981310-6,COMPANIA CERVECERA KUNSTMANN S A,COMPAÑIA CERVECERA KUNSTMANN S.A.,PUNTO 1 RÍO VALDIVIA,DS 90,Aluminio,COMPUESTO,10,mg/L,1.0,802,2018-07-06
2024-04-01,  96981310-6,COMPANIA CERVECERA KUNSTMANN S A,COMPAÑIA CERVECERA KUNSTMANN S.A.,PUNTO 1 RÍO VALDIVIA,DS 90,Arsénico,COMPUESTO,1,mg/L,1.0,802,2018-07-06
2024-04-01,  96981310-6,COMPANIA CERVECERA KUNSTMANN S A,COMPAÑIA CERVECERA KUNSTMANN S.A.,PUNTO 1 RÍO VALDIVIA,DS 90,Boro,COMPUESTO,3,mg/L,1.0,802,2018-07-06
2024-04-01,  96981310-6,COMPANIA CERVECERA KUNSTMANN S A,COMPAÑIA CERVECERA KUNSTMANN S.A.,PUNTO 1 RÍO VALDIVIA,DS 90,Cadmio,COMPUESTO,"0,3",mg/L,1.0,802,2018-07-06
2024-04-01,  96981310-6,COMPANIA CERVECERA KUNSTMANN S A,COMPAÑIA CERVECERA KUNSTMANN S.A.,PUNTO 1 RÍO VALDIVIA,DS 90,Caudal,COMPUESTO,552,m3/dia,30.0,802,2018-07-06
2024-04-01,  96981310-6,COMPANIA CERVECERA KUNSTMANN S A,COMPAÑIA CERVECERA KUNSTMANN S.A.,PUNTO 1 RÍO VALDIVIA,DS 90,Cianuro,COMPUESTO,1,mg/L,1.0,802,2018-07-06
2024-04-01,  96981310-6,COMPANIA CERVECERA KUNSTMANN S A,COMPAÑIA CERVECERA KUNSTMANN S.A.,PUNTO 1 RÍO VALDIVIA,DS 90,Cloruros,COMPUESTO,2000,mg/L,1.0,802,2018-07-06
2024-04-01,  96981310-6,COMPANIA CERVECERA KUNSTMANN S A,COMPAÑIA CERVECERA KUNSTMANN S.A.,PUNTO 1 RÍO VALDIVIA,DS 90,Cobre ,COMPUESTO,3,mg/L,1.0,802,2018-07-06
2024-04-01,  96981310-6,COMPANIA CERVECERA KUNSTMANN S A,COMPAÑIA CERVECERA KUNSTMANN S.A.,PUNTO 1 RÍO VALDIVIA,DS 90,Coliformes Fecales o Termotolerantes,PUNTUAL,1000,NMP/100 ml,1.0,802,2018-07-06
2024-04-01,  96981310-6,COMPANIA CERVECERA KUNSTMANN S A,COMPAÑIA CERVECERA KUNSTMANN S.A.,PUNTO 1 RÍO VALDIVIA,DS 90,Cromo Hexavalente ,COMPUESTO,"0,2",mg/L,1.0,802,2018-07-06
2024-04-01,  96981310-6,COMPANIA CERVECERA KUNSTMANN S A,COMPAÑIA CERVECERA KUNSTMANN S.A.,PUNTO 1 RÍO VALDIVIA,DS 90,DBO5,COMPUESTO,300,mgO2/L,1.0,802,2018-07-06
2024-04-01,  96981310-6,COMPANIA CERVECERA KUNSTMANN S A,COMPAÑIA CERVECERA KUNSTMANN S.A.,PUNTO 1 RÍO VALDIVIA,DS 90,Fluoruro,COMPUESTO,5,mg/L,1.0,802,2018-07-06
2024-04-01,  96981310-6,COMPANIA CERVECERA KUNSTMANN S A,COMPAÑIA CERVECERA KUNSTMANN S.A.,PUNTO 1 RÍO VALDIVIA,DS 90,Fósforo,COMPUESTO,15,mg/L,1.0,802,2018-07-06
2024-04-01,  96981310-6,COMPANIA CERVECERA KUNSTMANN S A,COMPAÑIA CERVECERA KUNSTMANN S.A.,PUNTO 1 RÍO VALDIVIA,DS 90,Hidrocarburos Fijos ,COMPUESTO,50,mg/L,1.0,802,2018-07-06
2024-04-01,  96981310-6,COMPANIA CERVECERA KUNSTMANN S A,COMPAÑIA CERVECERA KUNSTMANN S.A.,PUNTO 1 RÍO VALDIVIA,DS 90,Hierro Disuelto,COMPUESTO,10,mg/L,1.0,802,2018-07-06
2024-04-01,  96981310-6,COMPANIA CERVECERA KUNSTMANN S A,COMPAÑIA CERVECERA KUNSTMANN S.A.,PUNTO 1 RÍO VALDIVIA,DS 90,Indice Fenol ,PUNTUAL,1,mg/L,1.0,802,2018-07-06
2024-04-01,  96981310-6,COMPANIA CERVECERA KUNSTMANN S A,COMPAÑIA CERVECERA KUNSTMANN S.A.,PUNTO 1 RÍO VALDIVIA,DS 90,Manganeso,COMPUESTO,3,mg/L,1.0,802,2018-07-06
2024-04-01,  96981310-6,COMPANIA CERVECERA KUNSTMANN S A,COMPAÑIA CERVECERA KUNSTMANN S.A.,PUNTO 1 RÍO VALDIVIA,DS 90,Mercurio,COMPUESTO,"0,01",mg/L,1.0,802,2018-07-06
2024-04-01,  96981310-6,COMPANIA CERVECERA KUNSTMANN S A,COMPAÑIA CERVECERA KUNSTMANN S.A.,PUNTO 1 RÍO VALDIVIA,DS 90,Molibdeno,COMPUESTO,"2,5",mg/L,1.0,802,2018-07-06
2024-04-01,  96981310-6,COMPANIA CERVECERA KUNSTMANN S A,COMPAÑIA CERVECERA KUNSTMANN S.A.,PUNTO 1 RÍO VALDIVIA,DS 90,Níquel,COMPUESTO,3,mg/L,1.0,802,2018-07-06
2024-04-01,  96981310-6,COMPANIA CERVECERA KUNSTMANN S A,COMPAÑIA CERVECERA KUNSTMANN S.A.,PUNTO 1 RÍO VALDIVIA,DS 90,Nitrógeno Total  Kjeldahl,COMPUESTO,75,mg/L,1.0,802,2018-07-06
2024-04-01,  96981310-6,COMPANIA CERVECERA KUNSTMANN S A,COMPAÑIA CERVECERA KUNSTMANN S.A.,PUNTO 1 RÍO VALDIVIA,DS 90,Pentaclorofenol,COMPUESTO,"0,01",mg/L,1.0,802,2018-07-06
2024-04-01,  96981310-6,COMPANIA CERVECERA KUNSTMANN S A,COMPAÑIA CERVECERA KUNSTMANN S.A.,PUNTO 1 RÍO VALDIVIA,DS 90,pH,PUNTUAL,"6 - 8,5",Unidad,24.0,802,2018-07-06
2024-04-01,  96981310-6,COMPANIA CERVECERA KUNSTMANN S A,COMPAÑIA CERVECERA KUNSTMANN S.A.,PUNTO 1 RÍO VALDIVIA,DS 90,Plomo,COMPUESTO,"0,5",mg/L,1.0,802,2018-07-06
2024-04-01,  96981310-6,COMPANIA CERVECERA KUNSTMANN S A,COMPAÑIA CERVECERA KUNSTMANN S.A.,PUNTO 1 RÍO VALDIVIA,DS 90,Poder Espumógeno ,COMPUESTO,7,mm,1.0,802,2018-07-06
2024-04-01,  96981310-6,COMPANIA CERVECERA KUNSTMANN S A,COMPAÑIA CERVECERA KUNSTMANN S.A.,PUNTO 1 RÍO VALDIVIA,DS 90,Selenio,COMPUESTO,"0,1",mg/L,1.0,802,2018-07-06
2024-04-01,  96981310-6,COMPANIA CERVECERA KUNSTMANN S A,COMPAÑIA CERVECERA KUNSTMANN S.A.,PUNTO 1 RÍO VALDIVIA,DS 90,Sólidos Suspendidos Totales,COMPUESTO,300,mg/L,1.0,802,2018-07-06
2024-04-01,  96981310-6,COMPANIA CERVECERA KUNSTMANN S A,COMPAÑIA CERVECERA KUNSTMANN S.A.,PUNTO 1 RÍO VALDIVIA,DS 90,Sulfato,COMPUESTO,2000,mg/L,1.0,802,2018-07-06
2024-04-01,  96981310-6,COMPANIA CERVECERA KUNSTMANN S A,COMPAÑIA CERVECERA KUNSTMANN S.A.,PUNTO 1 RÍO VALDIVIA,DS 90,Sulfuro,COMPUESTO,10,mg/L,1.0,802,2018-07-06
2024-04-01,  96981310-6,COMPANIA CERVECERA KUNSTMANN S A,COMPAÑIA CERVECERA KUNSTMANN S.A.,PUNTO 1 RÍO VALDIVIA,DS 90,Temperatura,PUNTUAL,40,°C,24.0,802,2018-07-06
2024-04-01,  96981310-6,COMPANIA CERVECERA KUNSTMANN S A,COMPAÑIA CERVECERA KUNSTMANN S.A.,PUNTO 1 RÍO VALDIVIA,DS 90,Tetracloroeteno,COMPUESTO,"0,4",mg/L,1.0,802,2018-07-06
2024-04-01,  96981310-6,COMPANIA CERVECERA KUNSTMANN S A,COMPAÑIA CERVECERA KUNSTMANN S.A.,PUNTO 1 RÍO VALDIVIA,DS 90,Tolueno,COMPUESTO,7,mg/L,1.0,802,2018-07-06
2024-04-01,  96981310-6,COMPANIA CERVECERA KUNSTMANN S A,COMPAÑIA CERVECERA KUNSTMANN S.A.,PUNTO 1 RÍO VALDIVIA,DS 90,Triclorometano,COMPUESTO,"0,5",mg/L,1.0,802,2018-07-06
2024-04-01,  96981310-6,COMPANIA CERVECERA KUNSTMANN S A,COMPAÑIA CERVECERA KUNSTMANN S.A.,PUNTO 1 RÍO VALDIVIA,DS 90,Xileno,COMPUESTO,5,mg/L,1.0,802,2018-07-06
2024-04-01,  96981310-6,COMPANIA CERVECERA KUNSTMANN S A,COMPAÑIA CERVECERA KUNSTMANN S.A.,PUNTO 1 RÍO VALDIVIA,DS 90,Zinc,COMPUESTO,20,mg/L,1.0,802,2018-07-06
2024-04-01,  96989120-4,CERVECERA CCU CHILE LIMITADA,CERVECERA CCU CHILE LIMITADA,PUNTO 1 ESTERO SIN NOMBRE,DS 90,Aceites y Grasas,COMPUESTO,20,mg/L,2.0,3679,2011-09-20
2024-04-01,  96989120-4,CERVECERA CCU CHILE LIMITADA,CERVECERA CCU CHILE LIMITADA,PUNTO 1 ESTERO SIN NOMBRE,DS 90,Caudal,COMPUESTO,,m3/dia,30.0,3679,2011-09-20
2024-04-01,  96989120-4,CERVECERA CCU CHILE LIMITADA,CERVECERA CCU CHILE LIMITADA,PUNTO 1 ESTERO SIN NOMBRE,DS 90,DBO5,COMPUESTO,35,mgO2/L,2.0,3679,2011-09-20
2024-04-01,  96989120-4,CERVECERA CCU CHILE LIMITADA,CERVECERA CCU CHILE LIMITADA,PUNTO 1 ESTERO SIN NOMBRE,DS 90,Fósforo,COMPUESTO,10,mg/L,2.0,3679,2011-09-20
