id,PeriodoInforme,RUT,RazonSocial,Planta,PuntoDeDescarga,CuerpoReceptor,Norma,Muestra,Parametro,Unidad,ValorReportado,TipoDeControl,Laboratorio,UnidadFiscalizable,departamento,ComunaId,comuna,NombreCategoria,NombreSubCategoria,Direccion,NumeroRCA,FechaRCA
9761,01-12-2024, 91374000-9,PESQUERA QUINTERO SA,PESQUERA QUINTERO S.A.,P.QUINTERO,BAHÍA QUINTERO,DS 90,181133,Fósforo,mg/L,306.0,Autocontrol,Silob Laboratorio Puerto Montt Ltda.,PESQUERA QUINTERO,Región de Valparaíso,1140,Quintero,Pesca y Acuicultura,Elaboración y procesado de recursos hidrobiológicos,"AV 21 DE MAYO 1057, Quintero",7,2013-08-14
9762,01-12-2024, 91374000-9,PESQUERA QUINTERO SA,PESQUERA QUINTERO S.A.,P.QUINTERO,BAHÍA QUINTERO,DS 90,181133,Hidrocarburos Totales,mg/L,50.0,Autocontrol,Silob Laboratorio Puerto Montt Ltda.,PESQUERA QUINTERO,Región de Valparaíso,1140,Quintero,Pesca y Acuicultura,Elaboración y procesado de recursos hidrobiológicos,"AV 21 DE MAYO 1057, Quintero",7,2013-08-14
9763,01-12-2024, 91374000-9,PESQUERA QUINTERO SA,PESQUERA QUINTERO S.A.,P.QUINTERO,BAHÍA QUINTERO,DS 90,181133,Hidrocarburos Volatiles,mg/L,54.0,Autocontrol,Silob Laboratorio Puerto Montt Ltda.,PESQUERA QUINTERO,Región de Valparaíso,1140,Quintero,Pesca y Acuicultura,Elaboración y procesado de recursos hidrobiológicos,"AV 21 DE MAYO 1057, Quintero",7,2013-08-14
9764,01-12-2024, 91374000-9,PESQUERA QUINTERO SA,PESQUERA QUINTERO S.A.,P.QUINTERO,BAHÍA QUINTERO,DS 90,181133,Hierro Disuelto,mg/L,7.0,Autocontrol,Silob Laboratorio Puerto Montt Ltda.,PESQUERA QUINTERO,Región de Valparaíso,1140,Quintero,Pesca y Acuicultura,Elaboración y procesado de recursos hidrobiológicos,"AV 21 DE MAYO 1057, Quintero",7,2013-08-14
9765,01-12-2024, 91374000-9,PESQUERA QUINTERO SA,PESQUERA QUINTERO S.A.,P.QUINTERO,BAHÍA QUINTERO,DS 90,181133,Indice Fenol ,mg/L,1.0,Autocontrol,Silob Laboratorio Puerto Montt Ltda.,PESQUERA QUINTERO,Región de Valparaíso,1140,Quintero,Pesca y Acuicultura,Elaboración y procesado de recursos hidrobiológicos,"AV 21 DE MAYO 1057, Quintero",7,2013-08-14
9766,01-12-2024, 91374000-9,PESQUERA QUINTERO SA,PESQUERA QUINTERO S.A.,P.QUINTERO,BAHÍA QUINTERO,DS 90,181133,Nitrógeno Total Kjeldahl,mg/L,671.0,Autocontrol,Silob Laboratorio Puerto Montt Ltda.,PESQUERA QUINTERO,Región de Valparaíso,1140,Quintero,Pesca y Acuicultura,Elaboración y procesado de recursos hidrobiológicos,"AV 21 DE MAYO 1057, Quintero",7,2013-08-14
9767,01-12-2024, 91374000-9,PESQUERA QUINTERO SA,PESQUERA QUINTERO S.A.,P.QUINTERO,BAHÍA QUINTERO,DS 90,181133,Plomo,mg/L,1.0,Autocontrol,Silob Laboratorio Puerto Montt Ltda.,PESQUERA QUINTERO,Región de Valparaíso,1140,Quintero,Pesca y Acuicultura,Elaboración y procesado de recursos hidrobiológicos,"AV 21 DE MAYO 1057, Quintero",7,2013-08-14
9768,01-12-2024, 91374000-9,PESQUERA QUINTERO SA,PESQUERA QUINTERO S.A.,P.QUINTERO,BAHÍA QUINTERO,DS 90,181133,SAAM,mg/L,53.0,Autocontrol,Silob Laboratorio Puerto Montt Ltda.,PESQUERA QUINTERO,Región de Valparaíso,1140,Quintero,Pesca y Acuicultura,Elaboración y procesado de recursos hidrobiológicos,"AV 21 DE MAYO 1057, Quintero",7,2013-08-14
9769,01-12-2024, 91374000-9,PESQUERA QUINTERO SA,PESQUERA QUINTERO S.A.,P.QUINTERO,BAHÍA QUINTERO,DS 90,181133,Sólidos Suspendidos Totales,mg/L,118.0,Autocontrol,Silob Laboratorio Puerto Montt Ltda.,PESQUERA QUINTERO,Región de Valparaíso,1140,Quintero,Pesca y Acuicultura,Elaboración y procesado de recursos hidrobiológicos,"AV 21 DE MAYO 1057, Quintero",7,2013-08-14
9770,01-12-2024, 91374000-9,PESQUERA QUINTERO SA,PESQUERA QUINTERO S.A.,P.QUINTERO,BAHÍA QUINTERO,DS 90,181133,Zinc,mg/L,1.0,Autocontrol,Silob Laboratorio Puerto Montt Ltda.,PESQUERA QUINTERO,Región de Valparaíso,1140,Quintero,Pesca y Acuicultura,Elaboración y procesado de recursos hidrobiológicos,"AV 21 DE MAYO 1057, Quintero",7,2013-08-14
9771,01-12-2024, 96814370-0,EMPRESA ELECTRICA VENTANAS S.A,CENTRAL TERMOELÉCTRICA NUEVA VENTANAS,VENTANAS.3,BAHÍA QUINTERO,DS 90,181683,Zinc,mg/L,13.0,Autocontrol,Silob Laboratorio Puerto Montt Ltda.,COMPLEJO TERMOELECTRICO VENTANAS,Región de Valparaíso,1080,Puchuncaví,Energía,Central termoeléctrica,"F-30-E S/N, Puchuncaví",1124,2013-08-16
9772,01-12-2024, 96814370-0,EMPRESA ELECTRICA VENTANAS S.A,CENTRAL TERMOELÉCTRICA NUEVA VENTANAS,VENTANAS.3,BAHÍA QUINTERO,DS 90,181683,Selenio,mg/L,2.0,Autocontrol,Silob Laboratorio Puerto Montt Ltda.,COMPLEJO TERMOELECTRICO VENTANAS,Región de Valparaíso,1080,Puchuncaví,Energía,Central termoeléctrica,"F-30-E S/N, Puchuncaví",1124,2013-08-16
9773,01-12-2024, 96814370-0,EMPRESA ELECTRICA VENTANAS S.A,CENTRAL TERMOELÉCTRICA NUEVA VENTANAS,VENTANAS.3,BAHÍA QUINTERO,DS 90,181683,Aceites y Grasas,mg/L,140.0,Autocontrol,Silob Laboratorio Puerto Montt Ltda.,COMPLEJO TERMOELECTRICO VENTANAS,Región de Valparaíso,1080,Puchuncaví,Energía,Central termoeléctrica,"F-30-E S/N, Puchuncaví",1124,2013-08-16
9774,01-12-2024, 96814370-0,EMPRESA ELECTRICA VENTANAS S.A,CENTRAL TERMOELÉCTRICA NUEVA VENTANAS,VENTANAS.3,BAHÍA QUINTERO,DS 90,181683,Arsénico,mg/L,2.0,Autocontrol,Silob Laboratorio Puerto Montt Ltda.,COMPLEJO TERMOELECTRICO VENTANAS,Región de Valparaíso,1080,Puchuncaví,Energía,Central termoeléctrica,"F-30-E S/N, Puchuncaví",1124,2013-08-16
9775,01-12-2024, 96814370-0,EMPRESA ELECTRICA VENTANAS S.A,CENTRAL TERMOELÉCTRICA NUEVA VENTANAS,VENTANAS.3,BAHÍA QUINTERO,DS 90,181683,Cromo Total,mg/L,101.0,Autocontrol,Silob Laboratorio Puerto Montt Ltda.,COMPLEJO TERMOELECTRICO VENTANAS,Región de Valparaíso,1080,Puchuncaví,Energía,Central termoeléctrica,"F-30-E S/N, Puchuncaví",1124,2013-08-16
9776,01-12-2024, 96814370-0,EMPRESA ELECTRICA VENTANAS S.A,CENTRAL TERMOELÉCTRICA NUEVA VENTANAS,VENTANAS.3,BAHÍA QUINTERO,DS 90,181683,SAAM,mg/L,32.0,Autocontrol,Silob Laboratorio Puerto Montt Ltda.,COMPLEJO TERMOELECTRICO VENTANAS,Región de Valparaíso,1080,Puchuncaví,Energía,Central termoeléctrica,"F-30-E S/N, Puchuncaví",1124,2013-08-16
9777,01-12-2024, 96814370-0,EMPRESA ELECTRICA VENTANAS S.A,CENTRAL TERMOELÉCTRICA NUEVA VENTANAS,VENTANAS.3,BAHÍA QUINTERO,DS 90,6845931,Temperatura,°C,1301.0,Autocontrol,Silob Laboratorio Puerto Montt Ltda.,COMPLEJO TERMOELECTRICO VENTANAS,Región de Valparaíso,1080,Puchuncaví,Energía,Central termoeléctrica,"F-30-E S/N, Puchuncaví",1124,2013-08-16
9778,01-12-2024, 96814370-0,EMPRESA ELECTRICA VENTANAS S.A,CENTRAL TERMOELÉCTRICA NUEVA VENTANAS,VENTANAS.3,BAHÍA QUINTERO,DS 90,181683,Sólidos Suspendidos Totales,mg/L,216.0,Autocontrol,Silob Laboratorio Puerto Montt Ltda.,COMPLEJO TERMOELECTRICO VENTANAS,Región de Valparaíso,1080,Puchuncaví,Energía,Central termoeléctrica,"F-30-E S/N, Puchuncaví",1124,2013-08-16
9779,01-12-2024, 96814370-0,EMPRESA ELECTRICA VENTANAS S.A,CENTRAL TERMOELÉCTRICA NUEVA VENTANAS,VENTANAS.3,BAHÍA QUINTERO,DS 90,181683,Cloro Libre Residual,mg/L,7.0,Autocontrol,Silob Laboratorio Puerto Montt Ltda.,COMPLEJO TERMOELECTRICO VENTANAS,Región de Valparaíso,1080,Puchuncaví,Energía,Central termoeléctrica,"F-30-E S/N, Puchuncaví",1124,2013-08-16
9780,01-12-2024, 96814370-0,EMPRESA ELECTRICA VENTANAS S.A,CENTRAL TERMOELÉCTRICA NUEVA VENTANAS,VENTANAS.3,BAHÍA QUINTERO,DS 90,6845935,pH,Unidad,763.0,Autocontrol,Silob Laboratorio Puerto Montt Ltda.,COMPLEJO TERMOELECTRICO VENTANAS,Región de Valparaíso,1080,Puchuncaví,Energía,Central termoeléctrica,"F-30-E S/N, Puchuncaví",1124,2013-08-16
9781,01-12-2024, 96814370-0,EMPRESA ELECTRICA VENTANAS S.A,CENTRAL TERMOELÉCTRICA NUEVA VENTANAS,VENTANAS.3,BAHÍA QUINTERO,DS 90,181685,Zinc,mg/L,1.0,Autocontrol,Silob Laboratorio Puerto Montt Ltda.,COMPLEJO TERMOELECTRICO VENTANAS,Región de Valparaíso,1080,Puchuncaví,Energía,Central termoeléctrica,"F-30-E S/N, Puchuncaví",1124,2013-08-16
9782,01-12-2024, 96814370-0,EMPRESA ELECTRICA VENTANAS S.A,CENTRAL TERMOELÉCTRICA NUEVA VENTANAS,VENTANAS.3,BAHÍA QUINTERO,DS 90,181685,Selenio,mg/L,2.0,Autocontrol,Silob Laboratorio Puerto Montt Ltda.,COMPLEJO TERMOELECTRICO VENTANAS,Región de Valparaíso,1080,Puchuncaví,Energía,Central termoeléctrica,"F-30-E S/N, Puchuncaví",1124,2013-08-16
9783,01-12-2024, 96814370-0,EMPRESA ELECTRICA VENTANAS S.A,CENTRAL TERMOELÉCTRICA NUEVA VENTANAS,VENTANAS.3,BAHÍA QUINTERO,DS 90,181685,Aceites y Grasas,mg/L,140.0,Autocontrol,Silob Laboratorio Puerto Montt Ltda.,COMPLEJO TERMOELECTRICO VENTANAS,Región de Valparaíso,1080,Puchuncaví,Energía,Central termoeléctrica,"F-30-E S/N, Puchuncaví",1124,2013-08-16
9784,01-12-2024, 96814370-0,EMPRESA ELECTRICA VENTANAS S.A,CENTRAL TERMOELÉCTRICA NUEVA VENTANAS,VENTANAS.3,BAHÍA QUINTERO,DS 90,181685,Arsénico,mg/L,23.0,Autocontrol,Silob Laboratorio Puerto Montt Ltda.,COMPLEJO TERMOELECTRICO VENTANAS,Región de Valparaíso,1080,Puchuncaví,Energía,Central termoeléctrica,"F-30-E S/N, Puchuncaví",1124,2013-08-16
9785,01-12-2024, 96814370-0,EMPRESA ELECTRICA VENTANAS S.A,CENTRAL TERMOELÉCTRICA NUEVA VENTANAS,VENTANAS.3,BAHÍA QUINTERO,DS 90,181685,Cromo Total,mg/L,32.0,Autocontrol,Silob Laboratorio Puerto Montt Ltda.,COMPLEJO TERMOELECTRICO VENTANAS,Región de Valparaíso,1080,Puchuncaví,Energía,Central termoeléctrica,"F-30-E S/N, Puchuncaví",1124,2013-08-16
9786,01-12-2024, 96814370-0,EMPRESA ELECTRICA VENTANAS S.A,CENTRAL TERMOELÉCTRICA NUEVA VENTANAS,VENTANAS.3,BAHÍA QUINTERO,DS 90,181685,SAAM,mg/L,58.0,Autocontrol,Silob Laboratorio Puerto Montt Ltda.,COMPLEJO TERMOELECTRICO VENTANAS,Región de Valparaíso,1080,Puchuncaví,Energía,Central termoeléctrica,"F-30-E S/N, Puchuncaví",1124,2013-08-16
9787,01-12-2024, 96814370-0,EMPRESA ELECTRICA VENTANAS S.A,CENTRAL TERMOELÉCTRICA NUEVA VENTANAS,VENTANAS.3,BAHÍA QUINTERO,DS 90,6846022,Temperatura,°C,1241.0,Autocontrol,Silob Laboratorio Puerto Montt Ltda.,COMPLEJO TERMOELECTRICO VENTANAS,Región de Valparaíso,1080,Puchuncaví,Energía,Central termoeléctrica,"F-30-E S/N, Puchuncaví",1124,2013-08-16
9788,01-12-2024, 96814370-0,EMPRESA ELECTRICA VENTANAS S.A,CENTRAL TERMOELÉCTRICA NUEVA VENTANAS,VENTANAS.3,BAHÍA QUINTERO,DS 90,181685,Sólidos Suspendidos Totales,mg/L,276.0,Autocontrol,Silob Laboratorio Puerto Montt Ltda.,COMPLEJO TERMOELECTRICO VENTANAS,Región de Valparaíso,1080,Puchuncaví,Energía,Central termoeléctrica,"F-30-E S/N, Puchuncaví",1124,2013-08-16
9789,01-12-2024, 96814370-0,EMPRESA ELECTRICA VENTANAS S.A,CENTRAL TERMOELÉCTRICA NUEVA VENTANAS,VENTANAS.3,BAHÍA QUINTERO,DS 90,181685,Cloro Libre Residual,mg/L,6.0,Autocontrol,Silob Laboratorio Puerto Montt Ltda.,COMPLEJO TERMOELECTRICO VENTANAS,Región de Valparaíso,1080,Puchuncaví,Energía,Central termoeléctrica,"F-30-E S/N, Puchuncaví",1124,2013-08-16
9790,01-12-2024, 96814370-0,EMPRESA ELECTRICA VENTANAS S.A,CENTRAL TERMOELÉCTRICA NUEVA VENTANAS,VENTANAS.3,BAHÍA QUINTERO,DS 90,6846026,pH,Unidad,792.0,Autocontrol,Silob Laboratorio Puerto Montt Ltda.,COMPLEJO TERMOELECTRICO VENTANAS,Región de Valparaíso,1080,Puchuncaví,Energía,Central termoeléctrica,"F-30-E S/N, Puchuncaví",1124,2013-08-16
9791,01-12-2024, 96814370-0,EMPRESA ELECTRICA VENTANAS S.A,CENTRAL TERMOELÉCTRICA NUEVA VENTANAS,VENTANAS.3,BAHÍA QUINTERO,DS 90,181686,Zinc,mg/L,1.0,Autocontrol,Silob Laboratorio Puerto Montt Ltda.,COMPLEJO TERMOELECTRICO VENTANAS,Región de Valparaíso,1080,Puchuncaví,Energía,Central termoeléctrica,"F-30-E S/N, Puchuncaví",1124,2013-08-16
9792,01-12-2024, 96814370-0,EMPRESA ELECTRICA VENTANAS S.A,CENTRAL TERMOELÉCTRICA NUEVA VENTANAS,VENTANAS.3,BAHÍA QUINTERO,DS 90,181686,Selenio,mg/L,2.0,Autocontrol,Silob Laboratorio Puerto Montt Ltda.,COMPLEJO TERMOELECTRICO VENTANAS,Región de Valparaíso,1080,Puchuncaví,Energía,Central termoeléctrica,"F-30-E S/N, Puchuncaví",1124,2013-08-16
9793,01-12-2024, 96814370-0,EMPRESA ELECTRICA VENTANAS S.A,CENTRAL TERMOELÉCTRICA NUEVA VENTANAS,VENTANAS.3,BAHÍA QUINTERO,DS 90,181686,Aceites y Grasas,mg/L,140.0,Autocontrol,Silob Laboratorio Puerto Montt Ltda.,COMPLEJO TERMOELECTRICO VENTANAS,Región de Valparaíso,1080,Puchuncaví,Energía,Central termoeléctrica,"F-30-E S/N, Puchuncaví",1124,2013-08-16
9794,01-12-2024, 96814370-0,EMPRESA ELECTRICA VENTANAS S.A,CENTRAL TERMOELÉCTRICA NUEVA VENTANAS,VENTANAS.3,BAHÍA QUINTERO,DS 90,181686,Arsénico,mg/L,16.0,Autocontrol,Silob Laboratorio Puerto Montt Ltda.,COMPLEJO TERMOELECTRICO VENTANAS,Región de Valparaíso,1080,Puchuncaví,Energía,Central termoeléctrica,"F-30-E S/N, Puchuncaví",1124,2013-08-16
9795,01-12-2024, 96814370-0,EMPRESA ELECTRICA VENTANAS S.A,CENTRAL TERMOELÉCTRICA NUEVA VENTANAS,VENTANAS.3,BAHÍA QUINTERO,DS 90,181686,Cromo Total,mg/L,111.0,Autocontrol,Silob Laboratorio Puerto Montt Ltda.,COMPLEJO TERMOELECTRICO VENTANAS,Región de Valparaíso,1080,Puchuncaví,Energía,Central termoeléctrica,"F-30-E S/N, Puchuncaví",1124,2013-08-16
9796,01-12-2024, 96814370-0,EMPRESA ELECTRICA VENTANAS S.A,CENTRAL TERMOELÉCTRICA NUEVA VENTANAS,VENTANAS.3,BAHÍA QUINTERO,DS 90,181686,SAAM,mg/L,57.0,Autocontrol,Silob Laboratorio Puerto Montt Ltda.,COMPLEJO TERMOELECTRICO VENTANAS,Región de Valparaíso,1080,Puchuncaví,Energía,Central termoeléctrica,"F-30-E S/N, Puchuncaví",1124,2013-08-16
9797,01-12-2024, 96814370-0,EMPRESA ELECTRICA VENTANAS S.A,CENTRAL TERMOELÉCTRICA NUEVA VENTANAS,VENTANAS.3,BAHÍA QUINTERO,DS 90,6846034,Temperatura,°C,1341.0,Autocontrol,Silob Laboratorio Puerto Montt Ltda.,COMPLEJO TERMOELECTRICO VENTANAS,Región de Valparaíso,1080,Puchuncaví,Energía,Central termoeléctrica,"F-30-E S/N, Puchuncaví",1124,2013-08-16
9798,01-12-2024, 96814370-0,EMPRESA ELECTRICA VENTANAS S.A,CENTRAL TERMOELÉCTRICA NUEVA VENTANAS,VENTANAS.3,BAHÍA QUINTERO,DS 90,181686,Sólidos Suspendidos Totales,mg/L,209.0,Autocontrol,Silob Laboratorio Puerto Montt Ltda.,COMPLEJO TERMOELECTRICO VENTANAS,Región de Valparaíso,1080,Puchuncaví,Energía,Central termoeléctrica,"F-30-E S/N, Puchuncaví",1124,2013-08-16
9799,01-12-2024, 96814370-0,EMPRESA ELECTRICA VENTANAS S.A,CENTRAL TERMOELÉCTRICA NUEVA VENTANAS,VENTANAS.3,BAHÍA QUINTERO,DS 90,181686,Cloro Libre Residual,mg/L,6.0,Autocontrol,Silob Laboratorio Puerto Montt Ltda.,COMPLEJO TERMOELECTRICO VENTANAS,Región de Valparaíso,1080,Puchuncaví,Energía,Central termoeléctrica,"F-30-E S/N, Puchuncaví",1124,2013-08-16
9800,01-12-2024, 96814370-0,EMPRESA ELECTRICA VENTANAS S.A,CENTRAL TERMOELÉCTRICA NUEVA VENTANAS,VENTANAS.3,BAHÍA QUINTERO,DS 90,6846038,pH,Unidad,792.0,Autocontrol,Silob Laboratorio Puerto Montt Ltda.,COMPLEJO TERMOELECTRICO VENTANAS,Región de Valparaíso,1080,Puchuncaví,Energía,Central termoeléctrica,"F-30-E S/N, Puchuncaví",1124,2013-08-16
9801,01-12-2024, 96814370-0,EMPRESA ELECTRICA VENTANAS S.A,CENTRAL TERMOELÉCTRICA NUEVA VENTANAS,VENTANAS.3,BAHÍA QUINTERO,DS 90,181687,Aceites y Grasas,mg/L,140.0,Autocontrol,Silob Laboratorio Puerto Montt Ltda.,COMPLEJO TERMOELECTRICO VENTANAS,Región de Valparaíso,1080,Puchuncaví,Energía,Central termoeléctrica,"F-30-E S/N, Puchuncaví",1124,2013-08-16
9802,01-12-2024, 96814370-0,EMPRESA ELECTRICA VENTANAS S.A,CENTRAL TERMOELÉCTRICA NUEVA VENTANAS,VENTANAS.3,BAHÍA QUINTERO,DS 90,181687,Arsénico,mg/L,16.0,Autocontrol,Silob Laboratorio Puerto Montt Ltda.,COMPLEJO TERMOELECTRICO VENTANAS,Región de Valparaíso,1080,Puchuncaví,Energía,Central termoeléctrica,"F-30-E S/N, Puchuncaví",1124,2013-08-16
9803,01-12-2024, 96814370-0,EMPRESA ELECTRICA VENTANAS S.A,CENTRAL TERMOELÉCTRICA NUEVA VENTANAS,VENTANAS.3,BAHÍA QUINTERO,DS 90,181687,Cloro Libre Residual,mg/L,1.0,Autocontrol,Silob Laboratorio Puerto Montt Ltda.,COMPLEJO TERMOELECTRICO VENTANAS,Región de Valparaíso,1080,Puchuncaví,Energía,Central termoeléctrica,"F-30-E S/N, Puchuncaví",1124,2013-08-16
9804,01-12-2024, 96814370-0,EMPRESA ELECTRICA VENTANAS S.A,CENTRAL TERMOELÉCTRICA NUEVA VENTANAS,VENTANAS.3,BAHÍA QUINTERO,DS 90,181687,Cromo Total,mg/L,118.0,Autocontrol,Silob Laboratorio Puerto Montt Ltda.,COMPLEJO TERMOELECTRICO VENTANAS,Región de Valparaíso,1080,Puchuncaví,Energía,Central termoeléctrica,"F-30-E S/N, Puchuncaví",1124,2013-08-16
9805,01-12-2024, 96814370-0,EMPRESA ELECTRICA VENTANAS S.A,CENTRAL TERMOELÉCTRICA NUEVA VENTANAS,VENTANAS.3,BAHÍA QUINTERO,DS 90,181687,SAAM,mg/L,88.0,Autocontrol,Silob Laboratorio Puerto Montt Ltda.,COMPLEJO TERMOELECTRICO VENTANAS,Región de Valparaíso,1080,Puchuncaví,Energía,Central termoeléctrica,"F-30-E S/N, Puchuncaví",1124,2013-08-16
9806,01-12-2024, 96814370-0,EMPRESA ELECTRICA VENTANAS S.A,CENTRAL TERMOELÉCTRICA NUEVA VENTANAS,VENTANAS.3,BAHÍA QUINTERO,DS 90,181687,Selenio,mg/L,2.0,Autocontrol,Silob Laboratorio Puerto Montt Ltda.,COMPLEJO TERMOELECTRICO VENTANAS,Región de Valparaíso,1080,Puchuncaví,Energía,Central termoeléctrica,"F-30-E S/N, Puchuncaví",1124,2013-08-16
9807,01-12-2024, 96814370-0,EMPRESA ELECTRICA VENTANAS S.A,CENTRAL TERMOELÉCTRICA NUEVA VENTANAS,VENTANAS.3,BAHÍA QUINTERO,DS 90,181687,Sólidos Suspendidos Totales,mg/L,223.0,Autocontrol,Silob Laboratorio Puerto Montt Ltda.,COMPLEJO TERMOELECTRICO VENTANAS,Región de Valparaíso,1080,Puchuncaví,Energía,Central termoeléctrica,"F-30-E S/N, Puchuncaví",1124,2013-08-16
9808,01-12-2024, 96814370-0,EMPRESA ELECTRICA VENTANAS S.A,CENTRAL TERMOELÉCTRICA NUEVA VENTANAS,VENTANAS.3,BAHÍA QUINTERO,DS 90,6846139,Temperatura,°C,162.0,Autocontrol,Silob Laboratorio Puerto Montt Ltda.,COMPLEJO TERMOELECTRICO VENTANAS,Región de Valparaíso,1080,Puchuncaví,Energía,Central termoeléctrica,"F-30-E S/N, Puchuncaví",1124,2013-08-16
9809,01-12-2024, 96814370-0,EMPRESA ELECTRICA VENTANAS S.A,CENTRAL TERMOELÉCTRICA NUEVA VENTANAS,VENTANAS.3,BAHÍA QUINTERO,DS 90,181687,Zinc,mg/L,1.0,Autocontrol,Silob Laboratorio Puerto Montt Ltda.,COMPLEJO TERMOELECTRICO VENTANAS,Región de Valparaíso,1080,Puchuncaví,Energía,Central termoeléctrica,"F-30-E S/N, Puchuncaví",1124,2013-08-16
9810,01-12-2024, 96814370-0,EMPRESA ELECTRICA VENTANAS S.A,CENTRAL TERMOELÉCTRICA NUEVA VENTANAS,VENTANAS.3,BAHÍA QUINTERO,DS 90,6846141,pH,Unidad,799.0,Autocontrol,Silob Laboratorio Puerto Montt Ltda.,COMPLEJO TERMOELECTRICO VENTANAS,Región de Valparaíso,1080,Puchuncaví,Energía,Central termoeléctrica,"F-30-E S/N, Puchuncaví",1124,2013-08-16
9811,01-12-2024, 96928510-K,EMPRESAS LIPIGAS S A,PLANTA LIPIGAS CON CON,PUNTO 1 QUEBRADA INTERIOR,QUEBRADA INTERIOR,DS 90,6847534,pH,Unidad,74.0,Autocontrol,Analisis Ambientales ANAM S.A.,PLANTA LIPIGAS CONCON,Región de Valparaíso,1070,Concón,Saneamiento Ambiental,Planta de tratamiento de RILes,"NORTE 200, Concón",0,
9812,01-12-2024, 96928510-K,EMPRESAS LIPIGAS S A,PLANTA LIPIGAS CON CON,PUNTO 1 QUEBRADA INTERIOR,QUEBRADA INTERIOR,DS 90,6847535,Temperatura,°C,216.0,Autocontrol,Analisis Ambientales ANAM S.A.,PLANTA LIPIGAS CONCON,Región de Valparaíso,1070,Concón,Saneamiento Ambiental,Planta de tratamiento de RILes,"NORTE 200, Concón",0,
9813,01-12-2024, 96928510-K,EMPRESAS LIPIGAS S A,PLANTA LIPIGAS CON CON,PUNTO 1 QUEBRADA INTERIOR,QUEBRADA INTERIOR,DS 90,6847536,Caudal,m3/dia,40.0,Autocontrol,Analisis Ambientales ANAM S.A.,PLANTA LIPIGAS CONCON,Región de Valparaíso,1070,Concón,Saneamiento Ambiental,Planta de tratamiento de RILes,"NORTE 200, Concón",0,
9814,01-12-2024, 96928510-K,EMPRESAS LIPIGAS S A,PLANTA LIPIGAS CON CON,PUNTO 1 QUEBRADA INTERIOR,QUEBRADA INTERIOR,DS 90,6847537,pH,Unidad,73.0,Autocontrol,Analisis Ambientales ANAM S.A.,PLANTA LIPIGAS CONCON,Región de Valparaíso,1070,Concón,Saneamiento Ambiental,Planta de tratamiento de RILes,"NORTE 200, Concón",0,
9815,01-12-2024, 96928510-K,EMPRESAS LIPIGAS S A,PLANTA LIPIGAS CON CON,PUNTO 1 QUEBRADA INTERIOR,QUEBRADA INTERIOR,DS 90,6847538,Temperatura,°C,222.0,Autocontrol,Analisis Ambientales ANAM S.A.,PLANTA LIPIGAS CONCON,Región de Valparaíso,1070,Concón,Saneamiento Ambiental,Planta de tratamiento de RILes,"NORTE 200, Concón",0,
9816,01-12-2024, 96928510-K,EMPRESAS LIPIGAS S A,PLANTA LIPIGAS CON CON,PUNTO 1 QUEBRADA INTERIOR,QUEBRADA INTERIOR,DS 90,6847539,Caudal,m3/dia,285.0,Autocontrol,Analisis Ambientales ANAM S.A.,PLANTA LIPIGAS CONCON,Región de Valparaíso,1070,Concón,Saneamiento Ambiental,Planta de tratamiento de RILes,"NORTE 200, Concón",0,
9817,01-12-2024, 96928510-K,EMPRESAS LIPIGAS S A,PLANTA LIPIGAS CON CON,PUNTO 1 QUEBRADA INTERIOR,QUEBRADA INTERIOR,DS 90,6847540,pH,Unidad,80.0,Autocontrol,Analisis Ambientales ANAM S.A.,PLANTA LIPIGAS CONCON,Región de Valparaíso,1070,Concón,Saneamiento Ambiental,Planta de tratamiento de RILes,"NORTE 200, Concón",0,
9818,01-12-2024, 96928510-K,EMPRESAS LIPIGAS S A,PLANTA LIPIGAS CON CON,PUNTO 1 QUEBRADA INTERIOR,QUEBRADA INTERIOR,DS 90,6847541,Temperatura,°C,233.0,Autocontrol,Analisis Ambientales ANAM S.A.,PLANTA LIPIGAS CONCON,Región de Valparaíso,1070,Concón,Saneamiento Ambiental,Planta de tratamiento de RILes,"NORTE 200, Concón",0,
9819,01-12-2024, 96928510-K,EMPRESAS LIPIGAS S A,PLANTA LIPIGAS CON CON,PUNTO 1 QUEBRADA INTERIOR,QUEBRADA INTERIOR,DS 90,6847542,Caudal,m3/dia,226.0,Autocontrol,Analisis Ambientales ANAM S.A.,PLANTA LIPIGAS CONCON,Región de Valparaíso,1070,Concón,Saneamiento Ambiental,Planta de tratamiento de RILes,"NORTE 200, Concón",0,
9820,01-12-2024, 96928510-K,EMPRESAS LIPIGAS S A,PLANTA LIPIGAS CON CON,PUNTO 1 QUEBRADA INTERIOR,QUEBRADA INTERIOR,DS 90,6847622,pH,Unidad,80.0,Autocontrol,Analisis Ambientales ANAM S.A.,PLANTA LIPIGAS CONCON,Región de Valparaíso,1070,Concón,Saneamiento Ambiental,Planta de tratamiento de RILes,"NORTE 200, Concón",0,
9821,01-12-2024, 96928510-K,EMPRESAS LIPIGAS S A,PLANTA LIPIGAS CON CON,PUNTO 1 QUEBRADA INTERIOR,QUEBRADA INTERIOR,DS 90,6847623,Temperatura,°C,235.0,Autocontrol,Analisis Ambientales ANAM S.A.,PLANTA LIPIGAS CONCON,Región de Valparaíso,1070,Concón,Saneamiento Ambiental,Planta de tratamiento de RILes,"NORTE 200, Concón",0,
